epoch;acc;loss;val_acc;val_loss
0;0.42800000309944153;1.1955775022506714;0.5580000281333923;1.293010950088501
1;0.48399999737739563;1.0830316543579102;0.40799999237060547;1.1710513830184937
2;0.4959999918937683;1.0568019151687622;0.40799999237060547;0.9227833151817322
3;0.4519999921321869;1.0406726598739624;0.5580000281333923;0.9372150897979736
4;0.4659999907016754;1.0425195693969727;0.40799999237060547;0.9041939377784729
5;0.4830000102519989;0.983083188533783;0.40400001406669617;0.8802249431610107
6;0.5019999742507935;0.9774136543273926;0.5580000281333923;1.0908823013305664
7;0.5080000162124634;0.9558548331260681;0.40799999237060547;0.8851571083068848
8;0.5230000019073486;0.9374585151672363;0.5580000281333923;0.8224557042121887
9;0.49000000953674316;0.9416609406471252;0.5580000281333923;0.9522873759269714
10;0.5329999923706055;0.9261603951454163;0.5580000281333923;1.1687999963760376
11;0.5669999718666077;0.9140762686729431;0.5640000104904175;0.7902216911315918
12;0.6029999852180481;0.8938962817192078;0.5580000281333923;0.8219642043113708
13;0.6359999775886536;0.8567107915878296;0.6060000061988831;0.7724445462226868
14;0.6370000243186951;0.860524594783783;0.7120000123977661;0.7707528471946716
15;0.6790000200271606;0.8235539197921753;0.6600000262260437;0.7472490668296814
16;0.7179999947547913;0.786403477191925;0.7620000243186951;0.7131966352462769
17;0.7229999899864197;0.7755910754203796;0.6700000166893005;0.7573761343955994
18;0.7720000147819519;0.7280726432800293;0.7039999961853027;0.7329516410827637
19;0.7799999713897705;0.7075339555740356;0.40799999237060547;1.0711199045181274
20;0.7860000133514404;0.6865510940551758;0.5059999823570251;0.8594120144844055
21;0.8009999990463257;0.6562773585319519;0.7580000162124634;0.8208689093589783
22;0.8199999928474426;0.6532598733901978;0.8240000009536743;0.6476738452911377
23;0.8220000267028809;0.6323453783988953;0.7419999837875366;0.7359681129455566
24;0.8230000138282776;0.6214694380760193;0.8199999928474426;0.6234819889068604
25;0.824999988079071;0.596150279045105;0.8100000023841858;0.6477034091949463
26;0.8389999866485596;0.5826809406280518;0.8220000267028809;0.6183762550354004
27;0.843999981880188;0.5788429379463196;0.8199999928474426;0.6065645217895508
28;0.8429999947547913;0.5642914772033691;0.6919999718666077;0.7322282791137695
29;0.8510000109672546;0.5611542463302612;0.8080000281333923;0.6145869493484497
30;0.8629999756813049;0.5363159775733948;0.4099999964237213;1.2860130071640015
31;0.8399999737739563;0.5575353503227234;0.7580000162124634;0.6594688892364502
32;0.8659999966621399;0.5065389275550842;0.7540000081062317;0.7680992484092712
33;0.8489999771118164;0.5330188870429993;0.8140000104904175;0.6094289422035217
34;0.8700000047683716;0.4971443712711334;0.4339999854564667;1.2025960683822632
35;0.859000027179718;0.5004005432128906;0.7559999823570251;0.7497465014457703
36;0.8579999804496765;0.4982130229473114;0.5080000162124634;0.994498074054718
37;0.8529999852180481;0.4980771839618683;0.8040000200271606;0.6094269156455994
38;0.8669999837875366;0.4747706651687622;0.7699999809265137;0.7446321845054626
39;0.8669999837875366;0.48662713170051575;0.4440000057220459;1.2741596698760986
