epoch;acc;loss;val_acc;val_loss
0;0.4259999990463257;10.522652626037598;0.5220000147819519;8.34829044342041
1;0.5410000085830688;6.7239089012146;0.5220000147819519;5.121567726135254
2;0.5410000085830688;3.984778642654419;0.5220000147819519;2.910658836364746
3;0.5410000085830688;2.199669361114502;0.5220000147819519;1.5756092071533203
4;0.5410000085830688;1.2300184965133667;0.5220000147819519;0.998027503490448
5;0.5410000085830688;0.9396120309829712;0.5220000147819519;0.9306595325469971
6;0.5410000085830688;0.9098489284515381;0.5220000147819519;0.9195578694343567
7;0.5410000085830688;0.9018842577934265;0.5220000147819519;0.9140512943267822
8;0.5410000085830688;0.8964353799819946;0.5220000147819519;0.9102257490158081
9;0.5410000085830688;0.8920694589614868;0.5220000147819519;0.906463086605072
10;0.5410000085830688;0.8883767127990723;0.5220000147819519;0.9034144282341003
11;0.5410000085830688;0.8854480385780334;0.5220000147819519;0.9010472893714905
12;0.5410000085830688;0.8825021982192993;0.5220000147819519;0.8990366458892822
13;0.5410000085830688;0.8804420232772827;0.5220000147819519;0.8974238634109497
14;0.5410000085830688;0.8785576820373535;0.5220000147819519;0.8958593606948853
15;0.5410000085830688;0.8768748044967651;0.5220000147819519;0.8948708772659302
16;0.5410000085830688;0.875412106513977;0.5220000147819519;0.8940438628196716
17;0.5410000085830688;0.8741520643234253;0.5220000147819519;0.8929718136787415
18;0.5410000085830688;0.8733723759651184;0.5220000147819519;0.8926786780357361
19;0.5410000085830688;0.872142493724823;0.5220000147819519;0.8916759490966797
0;0.5410000085830688;27.992107391357422;0.5220000147819519;23.168872833251953
1;0.5410000085830688;19.416906356811523;0.5220000147819519;16.101287841796875
2;0.5410000085830688;13.511229515075684;0.5220000147819519;11.404565811157227
3;0.5410000085830688;9.724491119384766;0.5220000147819519;8.638257026672363
4;0.5410000085830688;7.7301201820373535;0.5220000147819519;7.297395706176758
0;0.07999999821186066;nan;0.03400000184774399;nan
1;0.07599999755620956;nan;0.03400000184774399;nan
2;0.07599999755620956;nan;0.03400000184774399;nan
0;0.40400001406669617;39.14491653442383;0.5580000281333923;26.080657958984375
1;0.5090000033378601;17.75935935974121;0.5580000281333923;10.131500244140625
2;0.5090000033378601;5.989913463592529;0.5580000281333923;2.6035590171813965
3;0.5090000033378601;1.604543924331665;0.5580000281333923;1.1102927923202515
4;0.5090000033378601;1.0806570053100586;0.5580000281333923;0.9953069090843201
5;0.5090000033378601;1.0355286598205566;0.5580000281333923;0.9794357419013977
6;0.5090000033378601;1.027604579925537;0.5580000281333923;0.9716814160346985
7;0.5090000033378601;1.0234911441802979;0.5580000281333923;0.9664830565452576
8;0.5090000033378601;1.0200225114822388;0.5580000281333923;0.9615224599838257
9;0.5090000033378601;1.0173431634902954;0.5580000281333923;0.9559810161590576
10;0.5090000033378601;1.015173316001892;0.5580000281333923;0.9526193737983704
11;0.5090000033378601;1.0134464502334595;0.5580000281333923;0.9487258195877075
12;0.5090000033378601;1.0117331743240356;0.5580000281333923;0.9464370012283325
13;0.5090000033378601;1.0105873346328735;0.5580000281333923;0.9439008831977844
14;0.5090000033378601;1.0097060203552246;0.5580000281333923;0.941712498664856
15;0.5090000033378601;1.0091758966445923;0.5580000281333923;0.9402145743370056
16;0.5090000033378601;1.0088253021240234;0.5580000281333923;0.9393923282623291
17;0.5090000033378601;1.0085655450820923;0.5580000281333923;0.9374427199363708
18;0.5090000033378601;1.0084385871887207;0.5580000281333923;0.9352490901947021
19;0.5090000033378601;1.0080063343048096;0.5580000281333923;0.934663712978363
0;0.4909999966621399;22.163217544555664;0.5580000281333923;17.029726028442383
1;0.6019999980926514;13.527960777282715;0.6039999723434448;9.947144508361816
2;0.6700000166893005;7.602600574493408;0.6359999775886536;5.247720718383789
3;0.7179999947547913;3.782463312149048;0.7940000295639038;2.3809502124786377
4;0.8109999895095825;1.6295160055160522;0.7799999713897705;0.9942247867584229
5;0.7739999890327454;0.8620293140411377;0.765999972820282;0.8880749940872192
6;0.8320000171661377;0.6866428852081299;0.8180000185966492;0.6546849012374878
7;0.8029999732971191;0.8477791547775269;0.7900000214576721;0.9557990431785583
8;0.8519999980926514;0.7474430799484253;0.8240000009536743;0.7006670236587524
9;0.8679999709129333;0.5872021913528442;0.8240000009536743;0.6286617517471313
10;0.8759999871253967;0.5349363088607788;0.8560000061988831;0.5782393217086792
11;0.8759999871253967;0.47707024216651917;0.8560000061988831;0.5365729331970215
12;0.8880000114440918;0.44558125734329224;0.8420000076293945;0.5422741770744324
13;0.8899999856948853;0.42273998260498047;0.8259999752044678;0.5562751889228821
14;0.8889999985694885;0.4443870484828949;0.8420000076293945;0.6351464986801147
15;0.9049999713897705;0.45918041467666626;0.8600000143051147;0.5581639409065247
16;0.8939999938011169;0.39603734016418457;0.8679999709129333;0.5153903961181641
17;0.8970000147819519;0.3800589442253113;0.843999981880188;0.5391682386398315
18;0.8960000276565552;0.3572087585926056;0.8679999709129333;0.5095024704933167
19;0.8960000276565552;0.34483832120895386;0.8560000061988831;0.5216085910797119
