epoch;loss;val_loss
0;0.019277993589639664;0.011660954914987087
1;0.010948732495307922;0.010415754280984402
2;0.010197082534432411;0.009938123635947704
3;0.009839494712650776;0.009822038933634758
4;0.009583353996276855;0.009441676549613476
5;0.009394380263984203;0.009272923693060875
6;0.009241975843906403;0.009206634014844894
7;0.009093940258026123;0.008976795710623264
8;0.008969444781541824;0.00885028950870037
9;0.008843500167131424;0.008813298307359219
